"","StudyID","GroupID","ExperimentID","EffectID","Author","Year","Journal","SpeciesCom","SpeciesSci","Class","WildLabRear","WildLabExp","Sex","ManipLifeStage","ManipLifeStage.","ManipType","ManipDirection","ManipDuration","ManipOffset","ManipPostDiet","ManipConditionEffect","ManipNotes","ManipGroups","ExpLifeStage","ExpAge","ExpType","ExpVar","RiskContext","ExpVarUnit","ExpRepeated","ExpNotes","nLC","meanLC","sdLC","seLC","CILC","nHC","meanHC","sdHC","seHC","CIHC","TestStatType","TestStatValue","df","P","RiskEffectDirection","Marginalised","DataLocation","DataPresentation","Exclude","ExclusionReason","Extraction.notes"
"318","CD190","EG051","EX058","ES0318","Farrell","2012","Behavioral Ecology","European starling","Sturnus vulgaris","bird","wild","lab","mixed","juvenile","85 ± 12.2 days of age","quantity","restrict",67,30,"control","yes (weight)","Control birds (both nestling and juvenile caught) were given ad libitum food (chicken starter), whereas food-restricted birds (both nestling and juvenile caught) had their food removed for a random 4-h interval ","no","juvenile","4-10 months","novel object","neophobia score","novelobject_response","arbitrary","yes","individuals feeding with a novel object present (: [Neophobia score = log-(mean feeding latency in test trials - mean latency in baseline trials)]. A higher score denotes more apprehension to explore novel objects and/or foods.)","9","There were no significant effects of treatment condition, sex,order in which the novel items were presented, or any higher-order interactions between fixed effects (0.18 , P , 0.91).","","",NA,"10","There were no significant effects of treatment condition, sex,order in which the novel items were presented, or any higher-order interactions between fixed effects (0.18 , P , 0.91).","","",NA,"","","","","negative","no","Text, pp103","text","exclude_all","insufficient data available",""
"319","CD190","EG052","EX058","ES0319","Farrell","2012","Behavioral Ecology","European starling","Sturnus vulgaris","bird","wild","lab","mixed","juvenile","35-60 days at capture, until approximately 90 days of age.","quantity","restrict",42.5,30,"control","yes (weight)","Control birds (both nestling and juvenile caught) were given ad libitum food (chicken starter), whereas food-restricted birds (both nestling and juvenile caught) had their food removed for a random 4-h interval ","no","juvenile","4-10 months","novel object","neophobia score","novelobject_response","arbitrary","yes","individuals feeding with a novel object present (: [Neophobia score = log-(mean feeding latency in test trials - mean latency in baseline trials)]. A higher score denotes more apprehension to explore novel objects and/or foods.)","6","There were no significant effects of treatment condition, sex,order in which the novel items were presented, or any higher-order interactions between fixed effects (0.18 , P , 0.91).","","",NA,"15","There were no significant effects of treatment condition, sex,order in which the novel items were presented, or any higher-order interactions between fixed effects (0.18 , P , 0.91).","","",NA,"","","","","negative","no","Text, pp103","text","exclude_all","insufficient data available",""
"320","CD196","EG053","EX059","ES0320","Fraker","2008","Behavioral Ecology and Sociobiology","green frog","Rana clamitans","amphibian","lab (wild caught eggs)","lab","mixed","juvenile","tadpoles (2 size classes)","starvation","restrict",0.5,0,"continuous","unknown","starvation periods in home tank, 1 hr taken as satiated","control_HC4","juvenile","1.5 - 2 months","predator response","duration of antipredator response","predation_response","number of individuals moving per tank","no","groups of 10, in 4 replicates per treatment, cue added and number moving recorded at 15 min intervals following addition (8 replicates if pooling size classes)","8","In both size classes, the time since last feeding of the tadpoles influenced the duration and strength of their antipredator behavioral responses (20 mg, F9, 303=45.1,P<0.001, Fig. 1a; 100 mg, F9, 285=79.5, P<0.001,Fig. 1b).","","",NA,"8","In both size classes, the time since last feeding of the tadpoles influenced the duration and strength of their antipredator behavioral responses (20 mg, F9, 303=45.1,P<0.001, Fig. 1a; 100 mg, F9, 285=79.5, P<0.001,Fig. 1b).","","",NA,"","","","","positive","no","Text, pp1203","text","exclude_all","insufficient data available",""
"321","CD196","EG053","EX059","ES0321","Fraker","2008","Behavioral Ecology and Sociobiology","green frog","Rana clamitans","amphibian","lab (wild caught eggs)","lab","mixed","juvenile","tadpoles (2 size classes)","starvation","restrict",1,0,"continuous","unknown","starvation periods in home tank, 1 hr taken as satiated","control_HC4","juvenile","1.5 - 2 months","predator response","duration of antipredator response","predation_response","number of individuals moving per tank","no","groups of 10, in 4 replicates per treatment, cue added and number moving recorded at 15 min intervals following addition (8 replicates if pooling size classes)","8","In both size classes, the time since last feeding of the tadpoles influenced the duration and strength of their antipredator behavioral responses (20 mg, F9, 303=45.1,P<0.001, Fig. 1a; 100 mg, F9, 285=79.5, P<0.001,Fig. 1b).","","",NA,"8","In both size classes, the time since last feeding of the tadpoles influenced the duration and strength of their antipredator behavioral responses (20 mg, F9, 303=45.1,P<0.001, Fig. 1a; 100 mg, F9, 285=79.5, P<0.001,Fig. 1b).","","",NA,"","","","","positive","no","Text, pp1203","text","exclude_all","insufficient data available",""
"322","CD196","EG053","EX059","ES0322","Fraker","2008","Behavioral Ecology and Sociobiology","green frog","Rana clamitans","amphibian","lab (wild caught eggs)","lab","mixed","juvenile","tadpoles (2 size classes)","starvation","restrict",2,0,"continuous","unknown","starvation periods in home tank, 1 hr taken as satiated","control_HC4","juvenile","1.5 - 2 months","predator response","duration of antipredator response","predation_response","number of individuals moving per tank","no","groups of 10, in 4 replicates per treatment, cue added and number moving recorded at 15 min intervals following addition (8 replicates if pooling size classes)","8","In both size classes, the time since last feeding of the tadpoles influenced the duration and strength of their antipredator behavioral responses (20 mg, F9, 303=45.1,P<0.001, Fig. 1a; 100 mg, F9, 285=79.5, P<0.001,Fig. 1b).","","",NA,"8","In both size classes, the time since last feeding of the tadpoles influenced the duration and strength of their antipredator behavioral responses (20 mg, F9, 303=45.1,P<0.001, Fig. 1a; 100 mg, F9, 285=79.5, P<0.001,Fig. 1b).","","",NA,"","","","","positive","no","Text, pp1203","text","exclude_all","insufficient data available",""
"323","CD196","EG053","EX059","ES0323","Fraker","2008","Behavioral Ecology and Sociobiology","green frog","Rana clamitans","amphibian","lab (wild caught eggs)","lab","mixed","juvenile","tadpoles (2 size classes)","starvation","restrict",3,0,"continuous","unknown","starvation periods in home tank, 1 hr taken as satiated","control_HC4","juvenile","1.5 - 2 months","predator response","duration of antipredator response","predation_response","number of individuals moving per tank","no","groups of 10, in 4 replicates per treatment, cue added and number moving recorded at 15 min intervals following addition (8 replicates if pooling size classes)","8","In both size classes, the time since last feeding of the tadpoles influenced the duration and strength of their antipredator behavioral responses (20 mg, F9, 303=45.1,P<0.001, Fig. 1a; 100 mg, F9, 285=79.5, P<0.001,Fig. 1b).","","",NA,"8","In both size classes, the time since last feeding of the tadpoles influenced the duration and strength of their antipredator behavioral responses (20 mg, F9, 303=45.1,P<0.001, Fig. 1a; 100 mg, F9, 285=79.5, P<0.001,Fig. 1b).","","",NA,"","","","","positive","no","Text, pp1203","text","exclude_all","insufficient data available",""
"324","CD213","EG054","EX060","ES0324","Gazzola","2018","Evolutionary Biology","common water frog","Pelophylax kl. esculentus","amphibian","wild","lab","mixed","juvenile","tadpoles. The level of development was checked for a few (15%) random individuals and assessed according to Gosner (1960; range 30–34).","starvation","restrict",1,0,"continuous","unknown","starvation period for 24 hours in holding tank, moved to experimental arena for testing","no","juvenile","tadpoles. The level of development was checked for a few (15%) random individuals and assessed according to Gosner (1960; range 30–34).","novel environment","activity","novelenvironment_activity","count","no","movements per time period in experimental arena","20","11.9635055","4.926265897","1.101546542",NA,"20","12.27193853","6.108569713","1.365917712",NA,"","","","","positive","no","Figure 2A","figure","","","no food present trial context"
"325","CD213","EG055","EX061","ES0325","Gazzola","2018","Evolutionary Biology","common water frog","Pelophylax kl. esculentus","amphibian","wild","lab","mixed","juvenile","tadpoles. The level of development was checked for a few (15%) random individuals and assessed according to Gosner (1960; range 30–34).","starvation","restrict",1,0,"continuous","unknown","starvation period for 24 hours in holding tank, moved to experimental arena for testing","no","juvenile","tadpoles. The level of development was checked for a few (15%) random individuals and assessed according to Gosner (1960; range 30–34).","predator response","activity","predation_response","count","no","movements per time period in experimental arena","20","7.997937944","4.33511399","0.969360957",NA,"20","13.32942321","4.729215261","1.05748468",NA,"","","","","positive","no","Figure 2A","figure","","","no food present trial context"
"326","CD213","EG055","EX061","ES0326","Gazzola","2018","Evolutionary Biology","common water frog","Pelophylax kl. esculentus","amphibian","wild","lab","mixed","juvenile","tadpoles. The level of development was checked for a few (15%) random individuals and assessed according to Gosner (1960; range 30–34).","starvation","restrict",1,0,"continuous","unknown","starvation period for 24 hours in holding tank, moved to experimental arena for testing","no","juvenile","tadpoles. The level of development was checked for a few (15%) random individuals and assessed according to Gosner (1960; range 30–34).","predator response","distance from cue","predation_response","cm","no","distance from injured conspecific cue","20","14.23529412","4.209069134","0.941176471",NA,"20","10.70588235","5.261336418","1.176470588",NA,"","","","","negative","no","Figure 3A","figure","","","no food present trial context"
"327","CD213","EG056","EX062","ES0327","Gazzola","2018","Evolutionary Biology","common water frog","Pelophylax kl. esculentus","amphibian","wild","lab","mixed","juvenile","tadpoles. The level of development was checked for a few (15%) random individuals and assessed according to Gosner (1960; range 30–34).","starvation","restrict",1,0,"continuous","unknown","starvation period for 24 hours in holding tank, moved to experimental arena for testing","no","juvenile","tadpoles. The level of development was checked for a few (15%) random individuals and assessed according to Gosner (1960; range 30–34).","novel environment","activity","novelenvironment_activity","count","no","movements per time period in experimental arena","20","12.1838148","5.320367169","1.189670266",NA,"20","11.9635055","5.517417805","1.233732127",NA,"","","","","positive","no","Figure 2B","figure","","","food present trial context"
